CC number long form,CC number short form,Name,VC_numeric,VC_printed,Status
H002.01,H2.1,Phaeoceros laevis,2,2,
H002.01,H2.1,Phaeoceros laevis,3,3,
H002.01,H2.1,Phaeoceros laevis,4,4,
H002.01,H2.1,Phaeoceros laevis,5,5,
H002.01,H2.1,Phaeoceros laevis,6,6,
H002.01,H2.1,Phaeoceros laevis,8,8,Bracketed
H002.01,H2.1,Phaeoceros laevis,9,9,
H002.01,H2.1,Phaeoceros laevis,10,10,
H002.01,H2.1,Phaeoceros laevis,13,13,
H002.01,H2.1,Phaeoceros laevis,14,14,
H002.01,H2.1,Phaeoceros laevis,18,18,Bracketed
H002.01,H2.1,Phaeoceros laevis,35,35,
H002.01,H2.1,Phaeoceros laevis,36,36,Bracketed
H002.01,H2.1,Phaeoceros laevis,43,43,Bracketed
H002.01,H2.1,Phaeoceros laevis,44,44,
H002.01,H2.1,Phaeoceros laevis,45,45,
H002.01,H2.1,Phaeoceros laevis,46,46,
H002.01,H2.1,Phaeoceros laevis,47,47,
H002.01,H2.1,Phaeoceros laevis,49,49,
H002.01,H2.1,Phaeoceros laevis,52,52,
H002.01,H2.1,Phaeoceros laevis,58,58,
H002.01,H2.1,Phaeoceros laevis,59,59,
H002.01,H2.1,Phaeoceros laevis,64,64,Bracketed
H002.01,H2.1,Phaeoceros laevis,70,70,
H002.01,H2.1,Phaeoceros laevis,72,72,
H002.01,H2.1,Phaeoceros laevis,73,73,Bracketed
H002.01,H2.1,Phaeoceros laevis,74,74,
H002.01,H2.1,Phaeoceros laevis,75,75,
H002.01,H2.1,Phaeoceros laevis,77,77,
H002.01,H2.1,Phaeoceros laevis,81,81,
H002.01,H2.1,Phaeoceros laevis,83,83,
H002.01,H2.1,Phaeoceros laevis,88,88,
H002.01,H2.1,Phaeoceros laevis,90,90,Bracketed
H002.01,H2.1,Phaeoceros laevis,98,98,
H002.01,H2.1,Phaeoceros laevis,100,100,Bracketed
H002.01,H2.1,Phaeoceros laevis,101,101,
H002.01,H2.1,Phaeoceros laevis,102,102,
H002.01,H2.1,Phaeoceros laevis,104,104,
H002.01,H2.1,Phaeoceros laevis,107,107,Bracketed
H002.01,H2.1,Phaeoceros laevis,110,110,
H002.01,H2.1,Phaeoceros laevis,201,H1,
H002.01,H2.1,Phaeoceros laevis,202,H2,
H002.01,H2.1,Phaeoceros laevis,203,H3,
H002.01,H2.1,Phaeoceros laevis,204,H4,
H002.01,H2.1,Phaeoceros laevis,205,H5,
H002.01,H2.1,Phaeoceros laevis,206,H6,
H002.01,H2.1,Phaeoceros laevis,208,H8,Bracketed
H002.01,H2.1,Phaeoceros laevis,211,H11,
H002.01,H2.1,Phaeoceros laevis,213,H13,
H002.01,H2.1,Phaeoceros laevis,214,H14,Bracketed
H002.01,H2.1,Phaeoceros laevis,216,H16,
H002.01,H2.1,Phaeoceros laevis,219,H19,
H002.01,H2.1,Phaeoceros laevis,220,H20,
H002.01,H2.1,Phaeoceros laevis,221,H21,
H002.01,H2.1,Phaeoceros laevis,222,H22,
H002.01,H2.1,Phaeoceros laevis,223,H23,
H002.01,H2.1,Phaeoceros laevis,224,H24,
H002.01,H2.1,Phaeoceros laevis,226,H26,
H002.01,H2.1,Phaeoceros laevis,227,H27,
H002.01,H2.1,Phaeoceros laevis,229,H29,
H002.01,H2.1,Phaeoceros laevis,231,H31,
H002.01,H2.1,Phaeoceros laevis,232,H32,
H002.01,H2.1,Phaeoceros laevis,234,H34,
H002.01,H2.1,Phaeoceros laevis,235,H35,
H002.01,H2.1,Phaeoceros laevis,236,H36,
H002.01,H2.1,Phaeoceros laevis,237,H37,
H002.01,H2.1,Phaeoceros laevis,238,H38,
H002.01,H2.1,Phaeoceros laevis,240,H40,
H002.01,H2.1,Phaeoceros laevis,300,C,
M108.04,M108.4,Philonotis caespitosa,1,1,
M108.04,M108.4,Philonotis caespitosa,2,2,
M108.04,M108.4,Philonotis caespitosa,4,4,
M108.04,M108.4,Philonotis caespitosa,6,6,Bracketed
M108.04,M108.4,Philonotis caespitosa,8,8,
M108.04,M108.4,Philonotis caespitosa,9,9,Bracketed
M108.04,M108.4,Philonotis caespitosa,10,10,Bracketed
M108.04,M108.4,Philonotis caespitosa,11,11,Bracketed
M108.04,M108.4,Philonotis caespitosa,13,13,Bracketed
M108.04,M108.4,Philonotis caespitosa,14,14,Bracketed
M108.04,M108.4,Philonotis caespitosa,17,17,
M108.04,M108.4,Philonotis caespitosa,22,22,Bracketed
M108.04,M108.4,Philonotis caespitosa,38,38,Bracketed
M108.04,M108.4,Philonotis caespitosa,39,39,
M108.04,M108.4,Philonotis caespitosa,40,40,
M108.04,M108.4,Philonotis caespitosa,41,41,
M108.04,M108.4,Philonotis caespitosa,42,42,
M108.04,M108.4,Philonotis caespitosa,43,43,
M108.04,M108.4,Philonotis caespitosa,44,44,
M108.04,M108.4,Philonotis caespitosa,45,45,
M108.04,M108.4,Philonotis caespitosa,46,46,
M108.04,M108.4,Philonotis caespitosa,47,47,
M108.04,M108.4,Philonotis caespitosa,48,48,
M108.04,M108.4,Philonotis caespitosa,49,49,
M108.04,M108.4,Philonotis caespitosa,57,57,
M108.04,M108.4,Philonotis caespitosa,58,58,
M108.04,M108.4,Philonotis caespitosa,59,59,
M108.04,M108.4,Philonotis caespitosa,60,60,
M108.04,M108.4,Philonotis caespitosa,63,63,
M108.04,M108.4,Philonotis caespitosa,64,64,Bracketed
M108.04,M108.4,Philonotis caespitosa,65,65,
M108.04,M108.4,Philonotis caespitosa,66,66,
M108.04,M108.4,Philonotis caespitosa,67,67,
M108.04,M108.4,Philonotis caespitosa,68,68,Bracketed
M108.04,M108.4,Philonotis caespitosa,69,69,Bracketed
M108.04,M108.4,Philonotis caespitosa,70,70,Bracketed
M108.04,M108.4,Philonotis caespitosa,73,73,
M108.04,M108.4,Philonotis caespitosa,75,75,
M108.04,M108.4,Philonotis caespitosa,79,79,
M108.04,M108.4,Philonotis caespitosa,81,81,Bracketed
M108.04,M108.4,Philonotis caespitosa,83,83,
M108.04,M108.4,Philonotis caespitosa,84,84,
M108.04,M108.4,Philonotis caespitosa,85,85,
M108.04,M108.4,Philonotis caespitosa,86,86,
M108.04,M108.4,Philonotis caespitosa,90,90,Bracketed
M108.04,M108.4,Philonotis caespitosa,93,93,
M108.04,M108.4,Philonotis caespitosa,95,95,
M108.04,M108.4,Philonotis caespitosa,96,96,
M108.04,M108.4,Philonotis caespitosa,97,97,
M108.04,M108.4,Philonotis caespitosa,98,98,
M108.04,M108.4,Philonotis caespitosa,99,99,Bracketed
M108.04,M108.4,Philonotis caespitosa,102,102,
M108.04,M108.4,Philonotis caespitosa,103,103,
M108.04,M108.4,Philonotis caespitosa,104,104,
M108.04,M108.4,Philonotis caespitosa,105,105,
M108.04,M108.4,Philonotis caespitosa,107,107,
M108.04,M108.4,Philonotis caespitosa,108,108,
M108.04,M108.4,Philonotis caespitosa,112,112,
M108.04,M108.4,Philonotis caespitosa,201,H1,Bracketed
M108.04,M108.4,Philonotis caespitosa,204,H4,Bracketed
M108.04,M108.4,Philonotis caespitosa,208,H8,
M108.04,M108.4,Philonotis caespitosa,212,H12,
M108.04,M108.4,Philonotis caespitosa,216,H16,Bracketed
M108.04,M108.4,Philonotis caespitosa,220,H20,
M108.04,M108.4,Philonotis caespitosa,227,H27,
M108.04,M108.4,Philonotis caespitosa,229,H29,
M108.04,M108.4,Philonotis caespitosa,230,H30,
M108.04,M108.4,Philonotis caespitosa,231,H31,Bracketed
M108.04,M108.4,Philonotis caespitosa,233,H33,Bracketed
M108.04,M108.4,Philonotis caespitosa,237,H37,
M108.04,M108.4,Philonotis caespitosa,238,H38,
M108.04,M108.4,Philonotis caespitosa,239,H39,Bracketed
M108.04,M108.4,Philonotis caespitosa,240,H40,
M108.04,M108.4,Philonotis caespitosa,300,C,Bracketed
M108.08,M108.8,Philonotis calcarea,2,2,Bracketed
M108.08,M108.8,Philonotis calcarea,3,3,Bracketed
M108.08,M108.8,Philonotis calcarea,4,4,
M108.08,M108.8,Philonotis calcarea,5,5,
M108.08,M108.8,Philonotis calcarea,7,7,Bracketed
M108.08,M108.8,Philonotis calcarea,8,8,
M108.08,M108.8,Philonotis calcarea,9,9,
M108.08,M108.8,Philonotis calcarea,11,11,
M108.08,M108.8,Philonotis calcarea,12,12,Bracketed
M108.08,M108.8,Philonotis calcarea,22,22,
M108.08,M108.8,Philonotis calcarea,23,23,Bracketed
M108.08,M108.8,Philonotis calcarea,26,26,Bracketed
M108.08,M108.8,Philonotis calcarea,27,27,
M108.08,M108.8,Philonotis calcarea,28,28,
M108.08,M108.8,Philonotis calcarea,32,32,
M108.08,M108.8,Philonotis calcarea,33,33,Bracketed
M108.08,M108.8,Philonotis calcarea,34,34,Bracketed
M108.08,M108.8,Philonotis calcarea,35,35,
M108.08,M108.8,Philonotis calcarea,36,36,
M108.08,M108.8,Philonotis calcarea,37,37,Bracketed
M108.08,M108.8,Philonotis calcarea,38,38,
M108.08,M108.8,Philonotis calcarea,39,39,
M108.08,M108.8,Philonotis calcarea,40,40,
M108.08,M108.8,Philonotis calcarea,41,41,
M108.08,M108.8,Philonotis calcarea,42,42,
M108.08,M108.8,Philonotis calcarea,43,43,
M108.08,M108.8,Philonotis calcarea,44,44,
M108.08,M108.8,Philonotis calcarea,45,45,
M108.08,M108.8,Philonotis calcarea,46,46,
M108.08,M108.8,Philonotis calcarea,47,47,
M108.08,M108.8,Philonotis calcarea,48,48,
M108.08,M108.8,Philonotis calcarea,49,49,
M108.08,M108.8,Philonotis calcarea,50,50,
M108.08,M108.8,Philonotis calcarea,51,51,
M108.08,M108.8,Philonotis calcarea,52,52,
M108.08,M108.8,Philonotis calcarea,54,54,
M108.08,M108.8,Philonotis calcarea,57,57,
M108.08,M108.8,Philonotis calcarea,58,58,
M108.08,M108.8,Philonotis calcarea,59,59,
M108.08,M108.8,Philonotis calcarea,60,60,
M108.08,M108.8,Philonotis calcarea,61,61,
M108.08,M108.8,Philonotis calcarea,62,62,
M108.08,M108.8,Philonotis calcarea,63,63,
M108.08,M108.8,Philonotis calcarea,64,64,
M108.08,M108.8,Philonotis calcarea,65,65,
M108.08,M108.8,Philonotis calcarea,66,66,
M108.08,M108.8,Philonotis calcarea,67,67,
M108.08,M108.8,Philonotis calcarea,68,68,
M108.08,M108.8,Philonotis calcarea,69,69,
M108.08,M108.8,Philonotis calcarea,70,70,
M108.08,M108.8,Philonotis calcarea,72,72,
M108.08,M108.8,Philonotis calcarea,73,73,
M108.08,M108.8,Philonotis calcarea,74,74,Bracketed
M108.08,M108.8,Philonotis calcarea,75,75,
M108.08,M108.8,Philonotis calcarea,76,76,
M108.08,M108.8,Philonotis calcarea,77,77,
M108.08,M108.8,Philonotis calcarea,78,78,
M108.08,M108.8,Philonotis calcarea,79,79,
M108.08,M108.8,Philonotis calcarea,80,80,
M108.08,M108.8,Philonotis calcarea,81,81,
M108.08,M108.8,Philonotis calcarea,82,82,
M108.08,M108.8,Philonotis calcarea,83,83,
M108.08,M108.8,Philonotis calcarea,85,85,
M108.08,M108.8,Philonotis calcarea,86,86,
M108.08,M108.8,Philonotis calcarea,87,87,
M108.08,M108.8,Philonotis calcarea,88,88,
M108.08,M108.8,Philonotis calcarea,89,89,
M108.08,M108.8,Philonotis calcarea,90,90,
M108.08,M108.8,Philonotis calcarea,91,91,Bracketed
M108.08,M108.8,Philonotis calcarea,92,92,
M108.08,M108.8,Philonotis calcarea,93,93,Bracketed
M108.08,M108.8,Philonotis calcarea,94,94,
M108.08,M108.8,Philonotis calcarea,95,95,
M108.08,M108.8,Philonotis calcarea,96,96,Bracketed
M108.08,M108.8,Philonotis calcarea,98,98,
M108.08,M108.8,Philonotis calcarea,99,99,
M108.08,M108.8,Philonotis calcarea,100,100,
M108.08,M108.8,Philonotis calcarea,101,101,
M108.08,M108.8,Philonotis calcarea,102,102,
M108.08,M108.8,Philonotis calcarea,103,103,
M108.08,M108.8,Philonotis calcarea,104,104,
M108.08,M108.8,Philonotis calcarea,105,105,
M108.08,M108.8,Philonotis calcarea,106,106,Bracketed
M108.08,M108.8,Philonotis calcarea,107,107,
M108.08,M108.8,Philonotis calcarea,108,108,
M108.08,M108.8,Philonotis calcarea,109,109,
M108.08,M108.8,Philonotis calcarea,110,110,
M108.08,M108.8,Philonotis calcarea,111,111,
M108.08,M108.8,Philonotis calcarea,112,112,
M108.08,M108.8,Philonotis calcarea,201,H1,Bracketed
M108.08,M108.8,Philonotis calcarea,202,H2,
M108.08,M108.8,Philonotis calcarea,206,H6,Bracketed
M108.08,M108.8,Philonotis calcarea,207,H7,
M108.08,M108.8,Philonotis calcarea,209,H9,
M108.08,M108.8,Philonotis calcarea,210,H10,
M108.08,M108.8,Philonotis calcarea,211,H11,
M108.08,M108.8,Philonotis calcarea,214,H14,
M108.08,M108.8,Philonotis calcarea,215,H15,
M108.08,M108.8,Philonotis calcarea,216,H16,
M108.08,M108.8,Philonotis calcarea,217,H17,Bracketed
M108.08,M108.8,Philonotis calcarea,218,H18,
M108.08,M108.8,Philonotis calcarea,219,H19,
M108.08,M108.8,Philonotis calcarea,220,H20,
M108.08,M108.8,Philonotis calcarea,221,H21,
M108.08,M108.8,Philonotis calcarea,222,H22,
M108.08,M108.8,Philonotis calcarea,223,H23,
M108.08,M108.8,Philonotis calcarea,224,H24,
M108.08,M108.8,Philonotis calcarea,225,H25,
M108.08,M108.8,Philonotis calcarea,226,H26,
M108.08,M108.8,Philonotis calcarea,227,H27,
M108.08,M108.8,Philonotis calcarea,228,H28,
M108.08,M108.8,Philonotis calcarea,229,H29,
M108.08,M108.8,Philonotis calcarea,230,H30,
M108.08,M108.8,Philonotis calcarea,231,H31,
M108.08,M108.8,Philonotis calcarea,232,H32,Bracketed
M108.08,M108.8,Philonotis calcarea,233,H33,
M108.08,M108.8,Philonotis calcarea,234,H34,
M108.08,M108.8,Philonotis calcarea,235,H35,
M108.08,M108.8,Philonotis calcarea,236,H36,Bracketed
M108.08,M108.8,Philonotis calcarea,237,H37,Bracketed
M108.08,M108.8,Philonotis calcarea,238,H38,Bracketed
M108.08,M108.8,Philonotis calcarea,239,H39,Bracketed
M108.08,M108.8,Philonotis calcarea,240,H40,
M108.03,M108.3,Philonotis capillaris,1,1,
M108.03,M108.3,Philonotis capillaris,2,2,
M108.03,M108.3,Philonotis capillaris,3,3,
M108.03,M108.3,Philonotis capillaris,4,4,
M108.03,M108.3,Philonotis capillaris,9,9,Bracketed
M108.03,M108.3,Philonotis capillaris,10,10,Bracketed
M108.03,M108.3,Philonotis capillaris,13,13,
M108.03,M108.3,Philonotis capillaris,14,14,Bracketed
M108.03,M108.3,Philonotis capillaris,15,15,Bracketed
M108.03,M108.3,Philonotis capillaris,16,16,Bracketed
M108.03,M108.3,Philonotis capillaris,17,17,Bracketed
M108.03,M108.3,Philonotis capillaris,22,22,Bracketed
M108.03,M108.3,Philonotis capillaris,23,23,Bracketed
M108.03,M108.3,Philonotis capillaris,35,35,
M108.03,M108.3,Philonotis capillaris,36,36,Bracketed
M108.03,M108.3,Philonotis capillaris,37,37,Bracketed
M108.03,M108.3,Philonotis capillaris,40,40,
M108.03,M108.3,Philonotis capillaris,42,42,
M108.03,M108.3,Philonotis capillaris,43,43,
M108.03,M108.3,Philonotis capillaris,44,44,
M108.03,M108.3,Philonotis capillaris,45,45,
M108.03,M108.3,Philonotis capillaris,46,46,
M108.03,M108.3,Philonotis capillaris,47,47,
M108.03,M108.3,Philonotis capillaris,48,48,
M108.03,M108.3,Philonotis capillaris,49,49,
M108.03,M108.3,Philonotis capillaris,50,50,
M108.03,M108.3,Philonotis capillaris,57,57,
M108.03,M108.3,Philonotis capillaris,58,58,
M108.03,M108.3,Philonotis capillaris,59,59,
M108.03,M108.3,Philonotis capillaris,60,60,
M108.03,M108.3,Philonotis capillaris,64,64,
M108.03,M108.3,Philonotis capillaris,67,67,
M108.03,M108.3,Philonotis capillaris,68,68,
M108.03,M108.3,Philonotis capillaris,69,69,Bracketed
M108.03,M108.3,Philonotis capillaris,70,70,
M108.03,M108.3,Philonotis capillaris,72,72,
M108.03,M108.3,Philonotis capillaris,73,73,Bracketed
M108.03,M108.3,Philonotis capillaris,75,75,
M108.03,M108.3,Philonotis capillaris,81,81,
M108.03,M108.3,Philonotis capillaris,82,82,
M108.03,M108.3,Philonotis capillaris,83,83,
M108.03,M108.3,Philonotis capillaris,86,86,Bracketed
M108.03,M108.3,Philonotis capillaris,87,87,
M108.03,M108.3,Philonotis capillaris,90,90,Bracketed
M108.03,M108.3,Philonotis capillaris,92,92,
M108.03,M108.3,Philonotis capillaris,93,93,
M108.03,M108.3,Philonotis capillaris,95,95,
M108.03,M108.3,Philonotis capillaris,96,96,
M108.03,M108.3,Philonotis capillaris,97,97,
M108.03,M108.3,Philonotis capillaris,98,98,
M108.03,M108.3,Philonotis capillaris,101,101,
M108.03,M108.3,Philonotis capillaris,103,103,
M108.03,M108.3,Philonotis capillaris,104,104,
M108.03,M108.3,Philonotis capillaris,105,105,
M108.03,M108.3,Philonotis capillaris,108,108,
M108.03,M108.3,Philonotis capillaris,109,109,Bracketed
M108.03,M108.3,Philonotis capillaris,111,111,
M108.03,M108.3,Philonotis capillaris,216,H16,Bracketed
M108.03,M108.3,Philonotis capillaris,230,H30,
M108.03,M108.3,Philonotis capillaris,236,H36,Bracketed
M108.03,M108.3,Philonotis capillaris,238,H38,Bracketed
M108.03,M108.3,Philonotis capillaris,239,H39,Bracketed
M108.03,M108.3,Philonotis capillaris,300,C,Bracketed
M108.09,M108.9,Philonotis cernua,48,48,Bracketed
M108.09,M108.9,Philonotis cernua,90,90,Bracketed
M108.09,M108.9,Philonotis cernua,97,97,Bracketed
M108.09,M108.9,Philonotis cernua,98,98,Bracketed
M108.09,M108.9,Philonotis cernua,105,105,Bracketed
M108.09,M108.9,Philonotis cernua,110,110,Bracketed
M108.09,M108.9,Philonotis cernua,201,H1,Bracketed
M108.09,M108.9,Philonotis cernua,216,H16,Bracketed
M108.09,M108.9,Philonotis cernua,227,H27,
M108.09,M108.9,Philonotis cernua,235,H35,
M108.05,M108.5,Philonotis fontana,1,1,
M108.05,M108.5,Philonotis fontana,2,2,
M108.05,M108.5,Philonotis fontana,3,3,
M108.05,M108.5,Philonotis fontana,4,4,
M108.05,M108.5,Philonotis fontana,5,5,
M108.05,M108.5,Philonotis fontana,6,6,
M108.05,M108.5,Philonotis fontana,7,7,
M108.05,M108.5,Philonotis fontana,8,8,
M108.05,M108.5,Philonotis fontana,9,9,
M108.05,M108.5,Philonotis fontana,10,10,
M108.05,M108.5,Philonotis fontana,11,11,
M108.05,M108.5,Philonotis fontana,12,12,
M108.05,M108.5,Philonotis fontana,13,13,
M108.05,M108.5,Philonotis fontana,14,14,
M108.05,M108.5,Philonotis fontana,15,15,Bracketed
M108.05,M108.5,Philonotis fontana,16,16,
M108.05,M108.5,Philonotis fontana,17,17,
M108.05,M108.5,Philonotis fontana,18,18,Bracketed
M108.05,M108.5,Philonotis fontana,19,19,Bracketed
M108.05,M108.5,Philonotis fontana,20,20,
M108.05,M108.5,Philonotis fontana,21,21,Bracketed
M108.05,M108.5,Philonotis fontana,22,22,
M108.05,M108.5,Philonotis fontana,23,23,
M108.05,M108.5,Philonotis fontana,24,24,Bracketed
M108.05,M108.5,Philonotis fontana,25,25,Bracketed
M108.05,M108.5,Philonotis fontana,26,26,Bracketed
M108.05,M108.5,Philonotis fontana,27,27,
M108.05,M108.5,Philonotis fontana,28,28,
M108.05,M108.5,Philonotis fontana,29,29,Bracketed
M108.05,M108.5,Philonotis fontana,30,30,
M108.05,M108.5,Philonotis fontana,32,32,Bracketed
M108.05,M108.5,Philonotis fontana,33,33,
M108.05,M108.5,Philonotis fontana,34,34,
M108.05,M108.5,Philonotis fontana,35,35,
M108.05,M108.5,Philonotis fontana,36,36,
M108.05,M108.5,Philonotis fontana,37,37,
M108.05,M108.5,Philonotis fontana,38,38,
M108.05,M108.5,Philonotis fontana,39,39,
M108.05,M108.5,Philonotis fontana,40,40,
M108.05,M108.5,Philonotis fontana,41,41,
M108.05,M108.5,Philonotis fontana,42,42,
M108.05,M108.5,Philonotis fontana,43,43,
M108.05,M108.5,Philonotis fontana,44,44,
M108.05,M108.5,Philonotis fontana,45,45,
M108.05,M108.5,Philonotis fontana,46,46,
M108.05,M108.5,Philonotis fontana,47,47,
M108.05,M108.5,Philonotis fontana,48,48,
M108.05,M108.5,Philonotis fontana,49,49,
M108.05,M108.5,Philonotis fontana,50,50,
M108.05,M108.5,Philonotis fontana,51,51,
M108.05,M108.5,Philonotis fontana,52,52,
M108.05,M108.5,Philonotis fontana,53,53,
M108.05,M108.5,Philonotis fontana,54,54,
M108.05,M108.5,Philonotis fontana,55,55,
M108.05,M108.5,Philonotis fontana,57,57,
M108.05,M108.5,Philonotis fontana,58,58,
M108.05,M108.5,Philonotis fontana,59,59,
M108.05,M108.5,Philonotis fontana,60,60,
M108.05,M108.5,Philonotis fontana,61,61,
M108.05,M108.5,Philonotis fontana,62,62,
M108.05,M108.5,Philonotis fontana,63,63,
M108.05,M108.5,Philonotis fontana,64,64,
M108.05,M108.5,Philonotis fontana,65,65,
M108.05,M108.5,Philonotis fontana,66,66,
M108.05,M108.5,Philonotis fontana,67,67,
M108.05,M108.5,Philonotis fontana,68,68,
M108.05,M108.5,Philonotis fontana,69,69,
M108.05,M108.5,Philonotis fontana,70,70,
M108.05,M108.5,Philonotis fontana,71,71,
M108.05,M108.5,Philonotis fontana,72,72,
M108.05,M108.5,Philonotis fontana,73,73,
M108.05,M108.5,Philonotis fontana,74,74,
M108.05,M108.5,Philonotis fontana,75,75,
M108.05,M108.5,Philonotis fontana,76,76,
M108.05,M108.5,Philonotis fontana,77,77,
M108.05,M108.5,Philonotis fontana,78,78,
M108.05,M108.5,Philonotis fontana,79,79,
M108.05,M108.5,Philonotis fontana,80,80,
M108.05,M108.5,Philonotis fontana,81,81,
M108.05,M108.5,Philonotis fontana,82,82,
M108.05,M108.5,Philonotis fontana,83,83,
M108.05,M108.5,Philonotis fontana,84,84,
M108.05,M108.5,Philonotis fontana,85,85,
M108.05,M108.5,Philonotis fontana,86,86,
M108.05,M108.5,Philonotis fontana,87,87,
M108.05,M108.5,Philonotis fontana,88,88,
M108.05,M108.5,Philonotis fontana,89,89,
M108.05,M108.5,Philonotis fontana,90,90,
M108.05,M108.5,Philonotis fontana,91,91,
M108.05,M108.5,Philonotis fontana,92,92,
M108.05,M108.5,Philonotis fontana,93,93,
M108.05,M108.5,Philonotis fontana,94,94,
M108.05,M108.5,Philonotis fontana,95,95,
M108.05,M108.5,Philonotis fontana,96,96,
M108.05,M108.5,Philonotis fontana,97,97,
M108.05,M108.5,Philonotis fontana,98,98,
M108.05,M108.5,Philonotis fontana,99,99,
M108.05,M108.5,Philonotis fontana,100,100,
M108.05,M108.5,Philonotis fontana,101,101,
M108.05,M108.5,Philonotis fontana,102,102,
M108.05,M108.5,Philonotis fontana,103,103,
M108.05,M108.5,Philonotis fontana,104,104,
M108.05,M108.5,Philonotis fontana,105,105,
M108.05,M108.5,Philonotis fontana,106,106,
M108.05,M108.5,Philonotis fontana,107,107,
M108.05,M108.5,Philonotis fontana,108,108,
M108.05,M108.5,Philonotis fontana,109,109,
M108.05,M108.5,Philonotis fontana,110,110,
M108.05,M108.5,Philonotis fontana,111,111,
M108.05,M108.5,Philonotis fontana,112,112,
M108.05,M108.5,Philonotis fontana,201,H1,
M108.05,M108.5,Philonotis fontana,202,H2,
M108.05,M108.5,Philonotis fontana,203,H3,
M108.05,M108.5,Philonotis fontana,204,H4,
M108.05,M108.5,Philonotis fontana,205,H5,
M108.05,M108.5,Philonotis fontana,206,H6,
M108.05,M108.5,Philonotis fontana,207,H7,
M108.05,M108.5,Philonotis fontana,208,H8,
M108.05,M108.5,Philonotis fontana,209,H9,
M108.05,M108.5,Philonotis fontana,210,H10,
M108.05,M108.5,Philonotis fontana,211,H11,Bracketed
M108.05,M108.5,Philonotis fontana,212,H12,
M108.05,M108.5,Philonotis fontana,213,H13,
M108.05,M108.5,Philonotis fontana,214,H14,
M108.05,M108.5,Philonotis fontana,215,H15,
M108.05,M108.5,Philonotis fontana,216,H16,
M108.05,M108.5,Philonotis fontana,217,H17,
M108.05,M108.5,Philonotis fontana,218,H18,
M108.05,M108.5,Philonotis fontana,219,H19,Bracketed
M108.05,M108.5,Philonotis fontana,220,H20,
M108.05,M108.5,Philonotis fontana,221,H21,
M108.05,M108.5,Philonotis fontana,222,H22,
M108.05,M108.5,Philonotis fontana,223,H23,
M108.05,M108.5,Philonotis fontana,224,H24,
M108.05,M108.5,Philonotis fontana,225,H25,
M108.05,M108.5,Philonotis fontana,226,H26,
M108.05,M108.5,Philonotis fontana,227,H27,
M108.05,M108.5,Philonotis fontana,228,H28,
M108.05,M108.5,Philonotis fontana,229,H29,
M108.05,M108.5,Philonotis fontana,230,H30,
M108.05,M108.5,Philonotis fontana,231,H31,
M108.05,M108.5,Philonotis fontana,232,H32,
M108.05,M108.5,Philonotis fontana,233,H33,
M108.05,M108.5,Philonotis fontana,234,H34,
M108.05,M108.5,Philonotis fontana,235,H35,
M108.05,M108.5,Philonotis fontana,236,H36,
M108.05,M108.5,Philonotis fontana,237,H37,
M108.05,M108.5,Philonotis fontana,238,H38,
M108.05,M108.5,Philonotis fontana,239,H39,
M108.05,M108.5,Philonotis fontana,240,H40,
M108.05,M108.5,Philonotis fontana,300,C,
M108.02,M108.2,Philonotis marchica,10,10,
M108.02,M108.2,Philonotis marchica,65,65,Bracketed
M108.01,M108.1,Philonotis rigida,1,1,
M108.01,M108.1,Philonotis rigida,2,2,Bracketed
M108.01,M108.1,Philonotis rigida,3,3,
M108.01,M108.1,Philonotis rigida,4,4,
M108.01,M108.1,Philonotis rigida,43,43,Bracketed
M108.01,M108.1,Philonotis rigida,45,45,
M108.01,M108.1,Philonotis rigida,48,48,
M108.01,M108.1,Philonotis rigida,49,49,
M108.01,M108.1,Philonotis rigida,50,50,Bracketed
M108.01,M108.1,Philonotis rigida,71,71,Bracketed
M108.01,M108.1,Philonotis rigida,75,75,
M108.01,M108.1,Philonotis rigida,87,87,Bracketed
M108.01,M108.1,Philonotis rigida,201,H1,
M108.01,M108.1,Philonotis rigida,202,H2,Bracketed
M108.01,M108.1,Philonotis rigida,203,H3,Bracketed
M108.01,M108.1,Philonotis rigida,216,H16,
M108.01,M108.1,Philonotis rigida,220,H20,Bracketed
M108.01,M108.1,Philonotis rigida,227,H27,
M108.01,M108.1,Philonotis rigida,233,H33,Bracketed
M108.01,M108.1,Philonotis rigida,234,H34,
M108.01,M108.1,Philonotis rigida,235,H35,
M108.01,M108.1,Philonotis rigida,239,H39,
M108.01,M108.1,Philonotis rigida,300,C,
M108.07,M108.7,Philonotis seriata,49,49,
M108.07,M108.7,Philonotis seriata,87,87,
M108.07,M108.7,Philonotis seriata,88,88,
M108.07,M108.7,Philonotis seriata,89,89,
M108.07,M108.7,Philonotis seriata,90,90,
M108.07,M108.7,Philonotis seriata,92,92,
M108.07,M108.7,Philonotis seriata,94,94,
M108.07,M108.7,Philonotis seriata,95,95,
M108.07,M108.7,Philonotis seriata,96,96,
M108.07,M108.7,Philonotis seriata,97,97,
M108.07,M108.7,Philonotis seriata,98,98,
M108.07,M108.7,Philonotis seriata,103,103,
M108.07,M108.7,Philonotis seriata,105,105,
M108.07,M108.7,Philonotis seriata,106,106,
M108.07,M108.7,Philonotis seriata,107,107,
M108.07,M108.7,Philonotis seriata,108,108,
M108.07,M108.7,Philonotis seriata,111,111,Bracketed
M108.06,M108.6,Philonotis tomentella,49,49,
M108.06,M108.6,Philonotis tomentella,65,65,Bracketed
